2024-07-29 11:10:43,047 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN attr-value-forwardee           ON xs:element           NAMED short                OF TYPE xs:short            
2024-07-29 12:44:24,472 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN get-suffix                     ON xs:element           NAMED int                  OF TYPE xs:int              
2024-07-29 12:44:24,472 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN attr-value: xs:length          ON xs:element           NAMED int                  OF TYPE xs:int              
2024-07-29 12:44:24,472 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN get-base-type                  ON xs:element           NAMED int                  OF TYPE xs:int              
2024-07-29 12:44:24,473 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN get-prefix                     ON xs:element           NAMED int                  OF TYPE xs:int              
2024-07-29 12:44:24,473 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN get-namespace                  ON xs:element           NAMED int                  OF TYPE xs:int              
2024-07-29 12:44:24,473 ERROR [STDERR] Неизвестный ИД системы; Номер строки42; Номер столбца17; INF Reusing loaded namespace documents
2024-07-29 12:44:24,473 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN fwd (EXSLT): attr-value-forwar ON xs:element           NAMED int                  OF TYPE xs:int              
2024-07-29 12:44:24,473 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN attr-value-forwardee           ON xs:element           NAMED int                  OF TYPE xs:int              
2024-07-29 12:44:24,473 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN get-suffix                     ON xs:element           NAMED int                  OF TYPE xs:int              
2024-07-29 12:44:24,473 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN attr-value: xs:minLength       ON xs:element           NAMED int                  OF TYPE xs:int              
2024-07-29 12:44:24,474 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN get-base-type                  ON xs:element           NAMED int                  OF TYPE xs:int              
2024-07-29 12:44:24,474 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN get-prefix                     ON xs:element           NAMED int                  OF TYPE xs:int              
2024-07-29 12:44:24,474 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN get-namespace                  ON xs:element           NAMED int                  OF TYPE xs:int              
2024-07-29 12:44:24,474 ERROR [STDERR] Неизвестный ИД системы; Номер строки42; Номер столбца17; INF Reusing loaded namespace documents
2024-07-29 12:44:24,474 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN fwd (EXSLT): attr-value-forwar ON xs:element           NAMED int                  OF TYPE xs:int              
2024-07-29 12:44:24,474 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN attr-value-forwardee           ON xs:element           NAMED int                  OF TYPE xs:int              
2024-07-29 12:44:24,474 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN get-suffix                     ON xs:element           NAMED int                  OF TYPE xs:int              
2024-07-29 12:44:24,474 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN attr-value: xs:maxLength       ON xs:element           NAMED int                  OF TYPE xs:int              
2024-07-29 12:44:24,475 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN get-base-type                  ON xs:element           NAMED int                  OF TYPE xs:int              
2024-07-29 12:44:24,475 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN get-prefix                     ON xs:element           NAMED int                  OF TYPE xs:int              
2024-07-29 12:44:24,475 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN get-namespace                  ON xs:element           NAMED int                  OF TYPE xs:int              
2024-07-29 12:44:24,476 ERROR [STDERR] Неизвестный ИД системы; Номер строки42; Номер столбца17; INF Reusing loaded namespace documents
2024-07-29 12:44:24,476 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN fwd (EXSLT): attr-value-forwar ON xs:element           NAMED int                  OF TYPE xs:int              
2024-07-29 12:44:24,476 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN attr-value-forwardee           ON xs:element           NAMED int                  OF TYPE xs:int              
2024-07-29 12:44:24,477 ERROR [STDERR] Неизвестный ИД системы; Номер строки11; Номер столбца17; RAN get-suffix                     ON xs:element           NAMED int                  OF TYPE xs:int              
